,latitude,longitude,name
142508,36.15852,-86.81759,2 Huge Nashville Homes * Downtown View * 2 Private Rooftops * 10+ Beds * Sleep 20+
103628,40.66988,-73.80979,"Lavish 1BD w/ priv entrance by JFK, RW Casino, etc"
189035,47.58435012503839,-122.31155694515505,Seattle Hideaway
166093,30.31207,-97.71189,Trudy's Casita Guest House
76206,40.68042,-73.95239,Sunny 1 Bedroom Apt. in Brooklyn
190295,44.73765,-93.13854,A beautiful mother-in-law house within a house
228041,42.35871,-71.05515,Lovely FIDI Studio | Close to Faneuil Hall!
45832,34.04315,-118.45327,Deluxe Private Studio Prime WestLA neighborhood
122768,39.96275,-82.98411,Chic 1BR near Childrens Hospital
4736,37.76393,-122.45396,CASABLANCA -Grand Edwardian View home
219667,36.0456208,-115.2371281,Treasure in The Desert! 6 Bedroom with Pool
174523,30.26528,-97.742,King suite- Walk to Convention Center
131852,32.73534,-117.12082,Two Story Spanish Style Guest House
10964,38.90421,-77.06007,Luxe Condo in the Heart of Georgetown with 2BR/2BA
190114,44.94675,-93.2487,Sunny 2 Bedroom Roost
74020,40.68801,-73.95818,Spacious One Bedroom with Private Roof
162075,41.88141124755569,-87.64710992574692,Luxury 1 bedroom + den apartment in West Loop
78977,40.76317,-73.90721,Home Sweet Home in Astoria
156195,41.96978,-87.67389,Charming 1906 cottage Northside
183248,47.65456,-122.3594,Fremont Urban Oasis
40212,34.01216,-118.41762,Cubier: Head-turning Style Home (FR-CUL)
206356,26.1567,-80.15126,Island City loft
129654,32.77183,-117.25183,*Ocean Breeze Rooftop Deck Ocean 2BR+Loft Sleeps10
9471,38.91384,-77.04577,DuPont Circle/Kalorama Luxury Apartment Suite 4
209064,26.01713,-80.11581,Worth Traveling| Hot tub & Unique Rooftop pool
12209,38.9058429,-77.0583011,Cozy Apartment in Georgetown historic townhouse
1468,37.78903,-122.40986,"SF Union Square, unbeatable location! (1)"
101149,40.58175,-73.96145,Brooklyn Oasis: Private Bath | Beach | Express
135936,32.765259,-117.250916,"5 Outdoor Spaces ☆ 3,000sf Interior ☆ Water Views"
129110,32.82087,-117.25062,Slice of Paradise 7 Bedroom Pool Views Outdoor Kitchen
207401,26.01441,-80.14187,Private Apt Small Studio Queen Bed Downtown 21
22370,29.9501,-90.06838,Gorgeous 1BR Condo Steps from French Quarter
213860,36.09666,-115.13218,"Kin beds, fire place, pets, cozy, decaf coffee"
101472,40.7118809,-73.9538803,Williamsburg getaway
46938,34.02888,-118.39561,Bagley Penthouse  312 - Loft walk 2 dwntwn Culver!
33488,34.15162,-118.12924,@ Marbella Lane - Fresh and Elegant 2BR Townhouse
22709,30.01227,-90.11856,Charming Modern Home w/ Pool -10m to FQ & Downtown
19601,29.9469,-90.12948,Large Upscale Apt on Streetcar in Riverbend
192556,44.97928,-93.25764,Sonder at Vicinity | 2BR Apt w/ Balcony & Parking
166543,30.33343,-97.80323,Treehouse home ready for retreat ready guests
218119,36.10696,-115.16655,F3K1* 1BD/2BA Strip View/Balcony/Full Kitchen/Pool
168738,30.26329,-97.71058,Gem in East ATX
129557,32.7441,-117.14994,Hillcrest House on Quiet Canyon
124094,41.38586,-71.50991,Private Peaceful Great Island Waterfront Cottage
140777,36.13434,-86.77735,Historic Bungalow - 3 BR & 2.5 Bath
137552,32.7180956,-117.1686151,Cozy 2BR 2BA in Little Italy - Walk Everywhere!
39749,33.86267,-118.39939,Hermosa Beach gem
221738,36.10792,-115.12756,Modern 6 BR Near Strip - 5 min
83261,40.73461,-73.79074,Private 2 Bedroom APT Close to City & Expressway.
108821,40.68940759705124,-73.94988265264702,Lovely 4 Bedroom  in Brooklyn
63765,34.02586,-117.94856,Bright and Private Studio
161764,41.95608,-87.69181,Cozy and clean apartment in North Center
214124,36.1549,-115.17875,Dream 4BR/3.5BA! Spacious Lot w/ GIANT Pool!
194306,25.99211,-80.11724,Oceanfront 1 Bedroom 2 Bath Penthouse
160963,41.90627,-87.68467,Bright two bedroom garden apartment
51441,34.1452856,-118.1353548,"Pasadena 1br w/ gym & pool, nr Colorado Ave"
211357,36.09778,-115.2186,Serenity Oasis 1BR/1BA Near Strip
154479,39.73600769042969,-104.95953369140624,Charming 3BR with Private Patio!
132163,32.79948,-117.2494,Diamond Villa in the Heart of Pacific Beach
97802,40.71391,-73.9922,"Beautiful 3 bedroom apt, Manhattan downtown."
217894,36.04724,-115.12962,Beautiful &Spacious home !Mins from Strip&Airport.
225129,42.32966,-71.09597,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center
219695,36.04568,-115.2372,COVE PLAYHOUSE
139071,32.75083,-117.16704,Charming 3 Bed in Hillcrest Close to Everything!
26532,34.07747,-118.29574,Calm & Cozy 2 bedroom Townhome with FREE Parking
195500,26.25803,-80.08651,Chic 4BR | Pool | Balcony | W/D
192205,44.96073,-93.28458,Cozy Uptown Minneapolis Home Near Lakes & Downtown
182656,45.48261,-122.60798,Cozy retreat in SE Woodstock
49949,34.09529,-118.33728,Lavish Hollywood Dream : Between Melrose & Sunset
210678,26.22532,-80.15802,"2BR Suite @ Pompano Beach Resort+Golf, Spa & more!"
208828,26.15701,-80.12034,"Quiet, pet friendly, cul de sac. Top location!"
196250,25.9868062,-80.11864969999999,203-Lovely 1 bedroom apartment at the BEACH !
193603,44.92864,-93.0994,Historic brick home near downtown Saint Paul.
111825,37.40236,-121.85341,Lovely 2 bedrooms w/private bath
139429,32.7793491,-117.2027295,Happy 2-bedroom house with hot tub & outdoor space
77335,40.6887,-73.97699,2BD in the Heart of Fort Greene
156395,41.8972,-87.63442,River North's Finest - Covid Safer - Monthly Only
168486,30.3036,-97.73624,"Cozy studio,great for 2-north univ/dwntn-book now!"
191442,44.95733,-93.16651,Urban Oasis: Steps away from the Lightrail
207492,26.00631,-80.14318,Lovely Hollywood Rental with Free Parking
145929,36.14776,-86.78459,"Hot Tub, City Views, Miami Vibes, Nashville Nights"
61527,34.03125,-118.32283,Mid city Gem
173837,30.230139,-97.746796,Austin works 2 Bdrm 2TB WiFi
219411,36.00982,-115.17583,The Grandveiw-Lovely one bedroom condo with pool
76613,40.69254,-73.9746,"2 bedroom apt in Brooklyn, downtown"
171049,30.15316,-97.80451,Sunny Spacious Austin Oasis • Pool Table
195196,25.98788,-80.11776,GREAT VACATION Ocean view One step to the BEACH
89847,40.71975,-73.96288,Williamsburg Brooklyn NY Entire Condo Waterfront
214712,36.00867,-115.09032,Luxury 3 Bed | 3.5 Bath | Sparkling Pool
69332,40.6685,-73.94703,"A bright, beautiful treehouse"
13873,37.84201,-122.26173,Inviting Cozy + Sunny Apartment off Temescal
175158,30.2464609,-97.7574377,Stylish South Austin Alley Flat
214290,36.098,-115.1686,No Airbnb Fees-Walk to MGM Grand- 2 br 2 bath
41719,34.14566,-118.22807,Hollywood Golden Age Resort at Villa Las Palmas
20071,29.99378,-90.04828,Gem of Gentily
209092,26.19475,-80.11523,The Pad at Coral Ridge #2
164327,30.26582,-97.74074,The Mandarin Suite on 4th Street
7440,38.91738,-77.05679,Cozy Embassy Row Studio near Dupont
115529,37.35024,-121.85355,Detached Private House+1queen+1Sofa Bed+1 Parking.
96312,40.75949,-74.00252,Steps from THIS Skyline View! 15 min Times Square!
108027,40.730748287790085,-73.84756383502648,1 bedroom presidetial suite
152888,39.72959,-104.97569,Beautiful apt with private deck.
85555,40.75935,-73.95965,101- 1 BR Apt w/Living Room in luxury building
129640,32.74833,-117.16577,98 Walk Score! Mission Hills/Hillcrest 2BR charmer
8058,38.89976,-77.02695,Luxury best DC has to offer  1 mile to White House
163215,41.91159,-87.66711,Spacious Wicker Park Oasis w/Parking!
136231,32.74852,-117.13528,Peaceful Private Cottage 2 in Heart of North Park
168911,30.25171,-97.76763,Austin Vibes: Put Your Feet Up in Zilker
116546,37.3568,-122.01811,Comfortable Suite with Kitchen
146310,36.16026,-86.81591,Chic Double Rooftop Home & Downtown Skyline Views
205414,25.97972,-80.15414,OG casa welcomes you !
204468,26.05779,-80.17956,Your Private Space Next To My Place
40834,34.10679,-118.28543,Gorgeous Los Feliz Spanish Revival with Private Garden
180577,45.44571,-122.73468,"The Pasadena House, Private home minutes from pdx!"
200295,25.98804,-80.1177,OCEAN VIEW IN TIDES CONDO 1B/1B
126163,41.479,-71.43632,Captivating Cabin in a private beach community
102755,40.73011994501184,-73.84614833728797,Beautiful modern 3 bedroom private house
20065,29.97541,-90.05858,"Private Artist Studio, KING Bed, Huge Patio (O)"
69058,40.66748,-73.92589,Curious on Tanzania: Brooklyn Apt 🌟🌟🌟🌟
39588,33.96192,-118.43139,Luxury Ocean View Home
115377,37.40171,-122.10407,"Modern 1 bedroom apartment, full kitchen"
112600,37.32065,-121.8782,New Cozy home close Airport/Downtown San Jose #410
140529,32.72261,-117.15866,Downtown Hilltop One Bedroom
145591,36.13783,-86.79685,Next to Belmont & Vandy/2BR2BA Sleeps8/FreeParking
148760,36.18401,-86.80782,NEW! Cozy Vacation Home 3 Mi to Downtown Nashville
162242,41.8693843,-87.6660517,"Medical District 1BR w/ W/D & Gym, nr Hospitals"
120321,35.60779,-82.54509,Spacious 2BR 2nd-floor | Balcony Dog Friendly
75826,40.71749,-73.9541,Stylish Williamsburg 1BR w/ Roof Deck
145658,36.15373,-86.77591,Lights of Broadway - 2br/2ba LUXURY CORNER APT
52382,34.16852184652079,-118.34784999947698,Noho Luxury Designer Townhouse + Parking
54009,33.88664,-118.4067,Walk to Beach 2 Bed/2 Bath with Steam Room
167072,30.22833,-97.79418,3.5mi Downtown PoolTable/ShuffleBoard/PingPong
74632,40.68494,-73.98446,Gorgeous brownstone duplex in prime Boerum Hill
28074,34.06884,-118.23623,"Bright, Minimalist Apartment in Chinatown"
199384,26.24774,-80.08795,Stroll to the Beach Condo (11th St #8)
197867,26.25214,-80.08783,Beautiful sunsets Intracoastal 2Beds 1Bath
218070,36.22414,-115.06398,Clean & Simple Cozy Studio in North Las Vegas WiFi
214587,36.10547,-114.93233,Lake View studio at Lake Las Vegas with Lake view 30 minute to Las Vegas Strip
155748,39.71261,-104.98492,walkable vintage condo in central denver
182067,45.48321,-122.60957,Woodstock Charmer - Pet Friendly 2br w/Fenced Yard
6505,37.7707,-122.39486,Mission City Bay
215336,36.09938,-115.16673,LUXE 2 Bedroom Suite near the Vegas Strip
97611,40.7629,-73.9896,Spacious 2 bed apt in Hell’s kitchen NYC 5 ppl
48863,33.87551,-118.35357,House 15 minutes from the beach(3 miles)
59483,34.17639,-118.15211,Adorable 2 Bedroom Guest home Next to Rose Bowl
34317,34.14269,-117.96368,New Cozy Guesthouse(2B1B)Duarte~MamaBear's Cottage
67679,40.74322,-73.98362,Midtown Manhattan Duplex
27378,34.083977,-118.289009,Silverlake / Virgil Tiny House with Backyard Oasis
61039,34.08532,-118.3784,1 BR Cozy Condo in the heart of WEST HOLLYWOOD
35818,34.09107,-118.33303,The Hudson: Hollywood Artist Loft
188757,47.70977,-122.30576,NEW! Seattle Home w/ Private Yard ~ 8 Mi to Dtwn!
73845,40.80819,-73.96706,Riverside park and Columbia Univ
137673,32.72945,-117.16392,Spacious studio walk to Balboa Park/Little Italy!
211246,35.99684,-115.20048,large fully furnished 3bdrm house
199893,25.9947764,-80.3445297,Beautiful House in Grand Palms!
206848,25.98593,-80.13742,37 @Beachwalk Two Bdr Apt (Beach Walking Distance)
54204,34.09426236000182,-118.34267208597326,The Huxley 2BR2BA Condo in WEHO
140607,36.1758,-86.7995,"5 MIN TO DT! 2 Bdrm, 2.5 Baths, Hot tub courtyard!"
128692,32.69959,-117.12375,2 Bed/1 Bath 5 Min to Downtown San Diego Apt # 1
116929,37.3858787,-122.0544979,"Mountain View 1br w/ w/d, pool & gym, nr tech HQs"
50127,34.0818899,-118.3700264,"Fairfax 1BR w/ Pool, nr WF & TJ, Melrose shopping"
14031,37.79629,-122.20914,Sweet Vibes
29145,34.03009,-118.23065,Cozy Loft in Arts District DTLA
201696,25.98793,-80.11959,"On the Beach! Family-Friendly,Amazing Ocean Views!"
129309,32.72017,-117.15574,Cozy Studio for two ~ Beautiful and Peaceful of Gem @ Gaslamp District! Your Home Away from Home!
149285,36.96575,-122.00801,Amazing Seabright Beach Cottage
121788,39.96478,-82.99768,Modern Downtown King Bed Suite
223006,36.1129,-115.26043,1B/1B Executive condo
130138,32.77172,-117.25067,Fantastic Mission Beach Condo Steps to the Beach
226777,42.37482,-71.05763,Luxury 4 bedroom home
64333,34.08026,-118.01405,"4 Bedrooms, Entire Luxury Back House for rent"
134092,32.713409423828125,-117.15859985351562,Cozy loft on Heart of Gaslamp
153298,39.6861,-104.98399,EXPLORE CO-Lower private unit. Gorgeous backyard.
110426,42.36682,-71.11045,Classic Cambridge House in the Heart of the City
107969,40.66203588186421,-73.76094805635987,Fun house to stay
48369,34.232779927012054,-118.54456320405006,Camper Trailer with a Pool
170957,30.37845,-97.73959,Mint Austin condo near Domain
25656,34.14414,-118.15251,Luxury One Bed in the Center of Pasadena
5498,37.7308,-122.47926,Modern + Spacious 1BR/1BA Merced Manor Apartment
1148,37.78461,-122.4446,Huge Sunny 2BR Close to Everything!
74016,40.76411,-73.99371,Bright Studio Near to Time Square
28949,34.17557,-118.57269,Cheerful Home with Pool
216861,36.12922,-115.1584,*2 SuitsCondo Walk to Convention Center and strip!
13726,37.77922,-122.19257,"Private Cozy Cottage in Oakland, CA"
177200,30.296807058000653,-97.74050125856505,Splendid 3BD 2.5BA Apt in Austin
186005,47.6194563,-122.3191053,"Capitol Hill Studio w/ Rooftop, Pet Area, nr bars"
38265,34.1156353,-118.3292259,Fabulous Hollywood Hills 5-BR Mansion w/Theatre
207968,26.23752,-80.11602,Meet me on the Front Porch! 3/2 Chickee Hut!
171395,30.25266,-97.77076,Zilker House and Casita - Monthly Rental
79297,40.6817,-73.92624,Modern Bedstuy apartment
139357,32.76119,-117.11606,Quiet Spanish style hacienda!
20458,29.95949,-90.09044,*Elegant* 5 Bedroom Home near *French Quarter*
119016,35.62256,-82.57153,Brand New! 5 min to Downtown AVL % Boho Chic
154439,39.6992,-105.01177,Sensational & Adorable Home in Central Denver!
196490,25.9870383,-80.1206413,3307 Hyde Beach House Luxury Residence
14589,37.77675,-122.1737,"The not so tiny, tiny house (with private laundry)"
19618,29.98077,-90.09609,The Stumble on Inn: Mid City/City Park/Jazzfest
165126,30.46104,-97.7978,THE MEADOWS At Anderson Mill
80917,40.60515,-73.99818,Super clean! 2 Bedrooms in Bensonhurst
11010,38.92898,-77.02626,Designer home in a great neighborhood
42147,34.04129,-118.44645,Quiet 2 Bed 2 Bath 1100 Sq. Ft. 2nd Story Apt
218128,36.106064,-115.166779,MGM-Signature StripView Balcony Jacuzzi Dlx Studio
54932,34.10987,-118.3275,Tropical Hollywood Guest Suites with Private Pool
138236,32.71575,-117.14553,SD Posh Interior! SANITIZED+PRIVATE+SA#10102011002
209744,26.0061113,-80.12857389999999,Sensational 2 Level Villa  |Pool+Grill+Chill Spots
231799,37.6551683,-122.4610323,OONice 4 beds and 2 Baths UnitOO
18696,29.9173,-89.99275,Beautiful and lavish Entertainment home
215883,36.12562,-115.29715,"Resort Style 3Bd 2 1/2 Bath w Loft
mins from strip"
213511,36.10601,-115.16678,18051 MGM Signature Balcony Suite NO RESORT FEES
130320,32.72039,-117.16648,Sonder The Bungalows | Studio Apartment w/ Terrace
34486,33.98865,-117.9179,"Luxury Apt-SmartTV,walk2Target,near Costco,Disney"
200829,26.1265,-80.1298,"Victoria-Luxe Home w/ Salt Water Heated Pool, 5 Min to Beach, Chefs Kitchen, Walk to Las Olas, Parks, Worship Centers, Theatre, Shops & More."
124712,41.70894,-71.53403,pink cottage
6136,37.80418,-122.41333,Sunny Top-floor 1-bedroom Apartment (with parking)
161576,41.87041,-87.62298,"Downtown Mich Ave Penthouse - FULL Floor, Sleep 25"
210527,26.05989,-80.18409,Modern Elegant Quite Safe Home
95149,40.7672,-73.95421,2 BR Apt in UES near Central Park
22109,29.95588,-90.07469,Cozy Condo 5-minute Walk to French Quarter
50134,34.05101013183594,-118.36869049072266,Bright spacious 1455 sqf LA 2 BRM Townhome Rooftop
88529,40.72671,-73.94051,Sunny Oasis in Brooklyn
8065,38.92608,-77.04181,Cozy apartment -Adams Morgan
154752,39.74021,-104.9316,Cozy Park Hill Guest Suite near City Park
154843,39.7558314,-104.9900908,"LoDo 2BR w/ Gym, W/D & Deck, nr Coors Field"
100127,40.68456,-73.9201,Large 3 bedroom 2 bath in Bedstuy
58761,34.10296,-118.4055,"Modern Beverly Hills All-Suite Estate | Pool, Hot Tub | 9 Mins to Rodeo Drive"
4044,37.77967,-122.41406,Tucked in Downtown Cultural Epicenter of The City
78832,40.76333,-73.92274,1 Bedroom modern apartment in the heart of Astoria
206689,26.18519,-80.15078,Lovely quiet get away 15min from beach
195279,26.19814,-80.12243,"Great Area, Quiet, Cozy in a Great Location!"
182819,45.52050150789008,-122.65164792982704,Sun-Filled and Central Apartment
27470,34.0592705170662,-118.38486857507915,Lovely Studio in Prime Location
229003,37.5346,-122.25436,Fully equipped 3 bedroom home (Long term discount)
4327,37.76965,-122.43752,Buena Vista Park 2 bedroom
143257,36.1455,-86.78384,Huge Rooftop 4Bed/4Bath New Modern Home 15 Beds
139988,32.80966,-117.22943,Hillside Haven
17946,29.966214270022384,-90.057571622461,Beautiful Courtyard French Quarter 4
97007,40.67835,-73.91958,Your NYC Home w/ Sauna+Chef's Kitchen! #10354
223720,35.1608,-114.57251,Short Distance From The Well Known Sites! Pool!
41355,34.16526,-118.54018,Large 3 Bedroom House with Paradise Pool
180596,45.47231,-122.59062,A home of a piano
203585,26.2747,-80.27739,3BR 2BA up2-10Guest Florida Style Home w/Lake View
164558,30.26609,-97.74278,Downtown Rock Royalty Hotel Suite
148546,36.15596,-86.77519,Downtown Chic | Parking | King Bed Gym
104144,40.74468,-73.98525,Peaceful Studio in Gramercy
182231,45.5155723,-122.6393539,Ultimate Craftsman Central PDX Home - King Bed
42899,34.00771,-118.40961,Westside LA Urban Oasis - Compact Luxury!
120581,44.929547,-123.0473059,"Cute Brick House -2 Bedroom, Fireplace, Garage"
127482,41.48311,-71.31406,CW Newport Onshore | 2BR/2BA Balcony King Suite
41084,34.05745,-118.28533,Koreatown Studio - Downtown LA Adjacent
67436,40.77471,-73.94893,1 corner bedroom with lots of light
207642,26.150148,-80.129318,Pet Friendly Mango Home in Wilton Manors
91775,40.73176,-73.98447,3 bed 2 full bath with washer/dryer in unit
181509,45.46832,-122.65086,"New Construction, Open Patio, Deck, BBQ, FireTable"
42916,34.0277,-118.42914,*Private Studio Guest House in West LA*
14523,37.84595,-122.26973,Walk to BART! Big private studio apartment for 4
106354,40.672823534488295,-73.93914121551049,Living the BK dream
56020,33.90265,-118.41952,THE SWING STUDIO|Manhattan Beach Studio|Parking
155972,39.735211,-104.886169,Montclair Duplex
207490,26.1277337,-80.1222885,Hidden gem of Las Olas Isles.
42514,34.03836,-118.52885,Cheerful & Sunny 2 bedroom home 1/2 mile to Beach
169192,30.29938,-97.69951,Mueller Austin house 10 minutes to downtown
219703,36.02962,-115.14923,Cozy 3-bedroom home in Las Vegas
209987,25.97606,-80.16187,COZY AND CHARMING FAMILY HOUSE
99253,40.7353912,-73.8552462,Artist cove studio bedroom in Queens
138639,32.8137282486501,-117.21684293771528,Modern 1B/1B Condo Central near Beach & Bay
11522,38.900449,-77.000936,"H St 1BR w/ W/D & Gym, nr Union Station"
220694,36.10833,-115.16057,Feel Grand in this Las Vegas 1 bdrm suite
48220,34.1420372,-118.1484285,"Pasadena 1BR w/ gym & pool, nr Colorado Ave"
160616,41.7342,-87.63598,Beautiful newly renovated 3 bedroom 2 bathroom apt
228317,42.34819239999999,-71.0816562,"Back Bay 1br w/ w/d & gym, nr Copley T"
210788,26.14452,-80.1292,Beach Chic Bedroom #2
210194,26.10397,-80.15667,Tropical Waterfront Paradise
29385,34.0616,-118.03453,"The house is in the city center, the location is"
45555,34.17989545339086,-118.30800748579054,Burbank Apartment
45945,34.49243,-117.88459,Espacio libre para campar fuera de la ciudad !!!
135001,32.76204,-117.25186,PANORAMIC OCEAN FRONT 1 BR 1BA SOUTH MISSION BEACH
115204,37.387552,-122.084146,"Mountain View 1BR w/ Gym & Pool, nr Transit"
131633,32.83226,-117.27731,La Jolla Wind and Sea New Condo
26735,34.01375,-118.44061,Trendy Mar Vista Apartment
134821,32.75226,-117.13034,The ninth apartment
201749,25.98759,-80.11945,Hollywood Condo with Ocean view
4334,37.77349,-122.41486,Feel at Home in this Lovely 1 Bed
6797,37.779903998647534,-122.42183564529267,Welcome To *Inn At The Opera* 1B#3
103652,40.82516,-73.94191,"Entire 2BR Apartment in Harlem, Great Monthly Deal"
127173,41.4082928,-71.4967212,Harbour Island Charmer! Sleeps 4
116438,37.40374,-122.095512,New! Modern 1BR near Castro St | Work Space | Gym
81769,40.71913,-73.9638,Williamsburg Waterfront Luxury Apartment
100446,40.68413,-73.79642,"Entire Apartment in Queens (JFK, Casino, Wi-Fi)"
230806,37.50373,-122.46619,"Stylish Spacious Seaside Retreat, Walking to Beach"
200972,25.98824,-80.1213,Brand New 2Br - Insane Ocean View and Amenities
197574,26.14192,-80.25953,"The Terraces, Jacaranda Luxury"
185246,47.59684,-122.30123,Designer Urban Retreat w/ Rooftop Deck & Fireplace
110740,37.42303,-122.14665,A Luxury Urban Getaway Walk to Stanford (#2333)
69668,40.68102,-73.97028,Brooklyn Brownstone Beauty
160266,41.90772990000001,-87.67370009999999,"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners"
135866,32.78675,-117.25347,"Mermaid Lounge - Steps to the Beach, Mission Beach"
93704,40.77332,-73.95689,"3Beds UES, next to Central Park"
106189,40.7244877,-74.00134919999999,"Soho 3br w/ w/d & elevator, nr cafes & restaurants"
153254,39.73677,-105.03739,Large 1 bedroom-Close to Empower Field&light-rail
191408,45.0192,-93.22859,Audubon Park Charmer - Upper Suite w/Private Bath
125247,41.37398,-71.54433,Pura Vida at The Marilla  Pet Friendly
179797,45.57146,-122.66949,Light filled basement apartment
175390,30.20558,-97.83159,Quiet House Next To Creek & Tall Trees
113950,37.43138,-122.1884,"Palo Alto 1BR w/ Gym, Pool, nr Stanford"
110002,42.38084,-71.13392,Lovely Family Home - min 3 months
90061,40.75333,-73.9732,Beautiful 2BR Midtown 45 NYC
210147,26.0109,-80.12824,New! Rare Gem Steps to the Beach w/ Heated Pool
178753,45.55896,-122.63895,"Custom Studio w/AC , Alberta Arts District"
61995,34.07444,-118.39233,Beverly Hills Home Away From Home
7629,38.94919,-77.02347,"Fresh, friendly Petworth apartment!"
113107,37.39417655512508,-121.83545409581949,Nature View
50189,34.02219,-118.50001,Charming SM 2Bed/1Bath w/ Laundry In-Unit & A/C
184868,47.59284,-122.28993,New self contained studio apartment
85428,40.76387,-73.99578,Huge Studio apartment in Hell’s Kitchen!!!
195698,26.09693,-80.27742,"Apartment next to i-595, Davie"
174937,30.29158,-97.74665,Bohemian Austin Vibes! 25% Off Week Stays!
30165,34.04717,-118.25202,Spacious Minimalist Home in Los Angeles
43177,33.76645,-118.17506,Spacious Coastal Apartment in a Colorful Community
212187,36.10777,-115.16584,Luxury Living at the MGM Signature
10205,38.90946578979492,-77.02769470214844,Modern Victorian Apt.- near National Mall
101710,40.66979,-73.98896,Sun-drenched Gem in Park Slope!
173225,30.310196,-97.716446,Redesigned vintage Airstream in central Austin
194055,44.97709645788199,-93.27650236328805,Indulge in Home Like Comfort! 2 Relaxing Units
212895,36.11787,-115.16235,Las Vegas Condo 1 Block from Strip 2BR 1026 sq ft
135875,32.93514,-117.2537,Del Mar Beach Townhome with Ocean Views
135734,32.78314,-117.25381,Remodeled Beach Studio
217886,36.10737,-115.17035,Delightful two bedroom deluxe sleeps 6 pull sofa
211306,36.10601,-115.16678,12051 MGM Signature Balcony Suite NO RESORT FEES
15659,37.83741,-122.21905,Nature-Centered Whole House
121087,39.99709,-82.99753,PrivateParking/Entrance_OSU/ExpoCentr 6E Renovated
9888,38.9193,-76.98425,Boho Two-Bedroom Condo with Private Parking
